human_id,wikidata_id
A fast document classification algorithm for gene symbol disambiguation in the BITOLA literature-based discovery support system.,Q38511892
Single cell transcriptomics comes of age,Q98778511
Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration,Q90950147
A Systems Biology Approach for Hypothesizing the Effect of Genetic Variants on Neuroimaging Features in Alzheimer’s Disease,Q108126839
Single-cell RNA sequencing identifies shared differentiation paths of mouse thymic innate T cells,Q99637086
A computational approach for mapping heme biology in the context of hemolytic disorders,Q71057345
PS4DR: a multimodal workflow for identification and prioritization of drugs based on pathway signatures,Q66968371
The distinct MHC-unrestricted immunobiology of innate-like and adaptive-like human γδ T cell subsets-Nature's CAR-T cells,Q100753797
Addendum: The FAIR Guiding Principles for scientific data management and stewardship,Q64077786
Assessing the Causal Impact of COVID-19 Related Policies on Outbreak Dynamics: A Case Study in the US,Q107085347
A Logical Model of Homology for Comparative Biology,Q90608330
Characterization of the development of the mouse cochlear epithelium at the single cell level,Q94671498
Using statistical and knowledge-based approaches for literature-based discovery.,Q51953854
Literature-Based Discovery of Confounding in Observational Clinical Data,Q31172385
Single cell census of human kidney organoids shows reproducibility and diminished off-target cells after transplantation,Q91558351
Disease-relevant transcriptional signatures identified in individual smooth muscle cells from healthy mouse vessels,Q58569656
Unification in EL for Competency Question Generation,Q111164548
Mast Cell: A Multi-Functional Master Cell,Q26771463
Q111219404,Q111219404
Nuclear RNA-seq of single neurons reveals molecular signatures of activation,Q30276962
WikiCite 2020-2021: Citations for the sum of all human knowledge,Q109318602
Q111245549,Q111245549
Constructing an associative concept space for literature-based discovery,Q56510913
Neural networks for open and closed Literature-based Discovery,Q94937526
A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders,Q98623473
How the gene ontology evolves,Q28740788
Single cell transcriptomics identifies a signaling network coordinating endoderm and mesoderm diversification during foregut organogenesis,Q98778521
A Survey on Literature Based Discovery Approaches in Biomedical Domain,Q62489472
Single-cell RNA-seq analysis of the brainstem of mutant SOD1 mice reveals perturbed cell types and pathways of amyotrophic lateral sclerosis,Q94492361
Literature-based discovery: Beyond the ABCs,Q57372419
Understanding how and why the Gene Ontology and its annotations evolve: the GO within UniProt.,Q37715845
STAB: a spatio-temporal cell atlas of the human brain,Q99720190
Single-cell analysis reveals immune landscape in kidneys of patients with chronic transplant rejection,Q98206334
"Author Correction: Evaluating FAIR maturity through a scalable, automated, community-governed framework",Q90857805
The Human Phenotype Ontology in 2021,Q103829029
Querying knowledge graphs in natural language,Q111308059
WDAqua-core0: A Question Answering Component for the Research Community,Q54819572
Q111310165,Q111310165
How many rare diseases are there?,Q89532791
Robustifying Scholia: paving the way for knowledge discovery and research assessment through Wikidata,Q63433973
Single-cell multi-omics analysis presents the landscape of peripheral blood T-cell subsets in human chronic prostatitis/chronic pelvic pain syndrome,Q101124086
The Impact of Pathway Database Choice on Statistical Enrichment Analysis and Predictive Modeling,Q91869190
An integrative ENCODE resource for cancer genomics,Q98164366
A Single-Cell Transcriptomic Atlas of Human Neocortical Development during Mid-gestation,Q91862140
Towards a Question Answering System over the Semantic Web,Q50418915
Acoel single-cell transcriptomics: cell type analysis of a deep branching bilaterian,Q104564690
Mining Clinical Case Reports to Identify New Lines of Investigation in Alzheimer's Disease: The Curious Case of DNase I,Q64062406
Using literature-based discovery to identify candidate genes for the interaction between myocardial infarction and depression,Q92663755
Literature-based discovery of salivary biomarkers for type 2 diabetes mellitus,Q35610345
Context-driven automatic subgraph creation for literature-based discovery,Q35557700
Molecular features distinguish ten neuronal types in the mouse superficial superior colliculus.,Q42004626
Improving Literature-Based Discovery with Advanced Text Mining,Q57580185
"Decomposing Cell Identity for Transfer Learning across Cellular Measurements, Platforms, Tissues, and Species",Q64108372
Constructing a Graph Database for Semantic Literature-Based Discovery.,Q35742372
Semantic MEDLINE for discovery browsing: using semantic predications and the literature-based discovery paradigm to elucidate a mechanism for the obesity paradox,Q35097849
QAnswer: A Question Answering prototype bridging the gap between a considerable part of the LOD cloud and end-users,Q63998965
Designing Interfaces,Q111365704
Sparse recurrent excitatory connectivity in the microcircuit of the adult mouse and human cortex,Q57149117
Using literature-based discovery to identify novel therapeutic approaches.,Q38495882
Exploring relation types for literature-based discovery.,Q37179375
Adult neural stem cells in distinct microdomains generate previously unknown interneuron types.,Q42737633
Validating discovery in literature-based discovery.,Q51910896
Quantifying and filtering knowledge generated by literature based discovery,Q33802199
Using logical constraints to validate information in collaborative knowledge graphs: a study of COVID-19 on Wikidata,Q99196713
In situ 10-cell RNA sequencing in tissue and tumor biopsy samples,Q63976669
Molecular neuroanatomy: a generation of progress.,Q37624780
Q111412806,Q111412806
Polyfunctional responses by human T cells result from sequential release of cytokines,Q30505101
A context-based ABC model for literature-based discovery,Q64095142
A Derived Positional Mapping of Inhibitory Subtypes in the Somatosensory Cortex,Q92856630
A Literature Based Discovery Visualization System with Hierarchical Clustering and Linking Set Associations.,Q64944140
Focusing on optic tectum circuitry through the lens of genetics,Q33709610
A Cell Atlas for the Mouse Brain,Q59805101
Improving literature based discovery support by genetic knowledge integration.,Q52006778
"Biolink Model: A Universal Schema for Knowledge Graphs in Clinical, Biomedical, and Translational Science",Q111416341
The development and evolution of inhibitory neurons in primate cerebrum,Q111441172
Finding potentially new multimorbidity patterns of psychiatric and somatic diseases: exploring the use of literature-based discovery in primary care research.,Q37551215
Anni 2.0: a multipurpose text-mining tool for the life sciences.,Q36787149
Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata,Q99440037
Literature based discovery of gene clusters using phylogenetic methods.,Q33269818
A multidimensional coding architecture of the vagal interoceptive system,Q111441178
A human brain vascular atlas reveals diverse mediators of Alzheimer’s risk,Q111441187
Q111482958,Q111482958
A formalization of one of the main claims of “Cortex reorganization of Xenopus laevis eggs in strong static magnetic fields” by Mietchen et al. 20051,Q111457523
A formalization of one of the main claims of “Creative Commons licenses and the non-commercial condition: Implications for the re-use of biodiversity information” by Hagedorn et al. 2011,Q111483757
Q111508402,Q111508402
Literature-based discovery of IFN-gamma and vaccine-mediated gene interaction networks,Q33960059
Single-cell dissection of the human brain vasculature,Q111441182
Whole-body gene expression pattern registration in Platynereis larvae,Q22001212
Cell Densities in the Mouse Brain: A Systematic Review,Q58573118
A closed literature-based discovery technique finds a mechanistic link between hypogonadism and diminished sleep quality in aging men.,Q34147400
Expressing High-Level Scientific Claims with Formal Semantics,Q111482929
Beyond I.I.D.: Three Levels of Generalization for Question Answering on Knowledge Bases,Q102154713
emrKBQA: A Clinical Knowledge-Base Question Answering Dataset,Q111525634
SPARQL as a Foreign Language,Q111308293
Q111525894,Q111525894
Human distal lung maps and lineage hierarchies reveal a bipotent progenitor,Q111524386
Indirect association and ranking hypotheses for literature based discovery,Q92643756
Transcription factor expression defines subclasses of developing projection neurons highly similar to single-cell RNA-seq subtypes,Q99571943
Open Research Knowledge Graph: Next Generation Infrastructure for Semantic Scholarly Knowledge,Q77308981
A scalable platform for the development of cell-type-specific viral drivers,Q83228139
SpaCell: integrating tissue morphology and spatial gene expression to predict disease cells,Q91751732
Cell Type-Specific Decomposition of Gingival Tissue Transcriptomes,Q104801842
"Adenosine deaminase activity in erythrocytes, lymphocytes, polymorphonuclear neutrophil leucocytes and cultured cells: a possible role in the immune response.",Q39700846
Input clustering and the microscale structure of local circuits,Q34171287
Ten principles for machine-actionable data management plans,Q62565206
Multi-lineage Human iPSC-Derived Platforms for Disease Modeling and Drug Discovery,Q90110358
Single-cell transcriptomics reveals multi-step adaptations to endocrine therapy,Q93063767
Quantifying the Impact of Data Sharing on Outbreak Dynamics (QIDSOD),Q95612599
Highly parallel and efficient single cell mRNA sequencing with paired picoliter chambers,Q94474158
A Large-scale Drug Repositioning Survey for SARS-CoV-2 Antivirals,Q95601056
Metadata for a set of 100 publications from the field of invasion biology,Q108934353
Link Prediction on a Network of Co-occurring MeSH Terms: Towards Literature-based Discovery.,Q38840054
Post-surgical adhesions are triggered by calcium-dependent membrane bridges between mesothelial surfaces,Q96576345
Hydro-Seq enables contamination-free high-throughput single-cell RNA-sequencing for circulating tumor cells,Q64054850
Fostering global data sharing: highlighting the recommendations of the Research Data Alliance COVID-19 working group,Q101552155
Transcriptomic evidence that von Economo neurons are regionally specialized extratelencephalic-projecting excitatory neurons,Q90009406
Simulation of Swanson's literature-based discovery: anandamide treatment inhibits growth of gastric cancer cells in vitro and in silico,Q33784314
Time-lapse single-cell transcriptomics reveals modulation of histone H3 for dormancy breaking in fission yeast,Q90170556
Author Correction: Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease,Q97568942
Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease,Q94948254
Single-cell RNA sequencing unveils an IL-10-producing helper subset that sustains humoral immunity during persistent infection,Q59806190
Using Literature-Based Discovery to Explain Adverse Drug Effects,Q36056257
Ten simple rules for making training materials FAIR,Q100158863
Q111601753,Q111601753
Unravelling subclonal heterogeneity and aggressive disease states in TNBC through single-cell RNA-seq,Q58765307
Single cardiomyocyte nuclear transcriptomes reveal a lincRNA-regulated de-differentiation and cell cycle stress-response in vivo.,Q41309339
Working for the Invisible Machines or Pumping Information into an Empty Void? An Exploration of Wikidata Contributors' Motivations,Q111640399
Knowledge graphs and wikidata subsetting,Q106697289
Sphingolipids control dermal fibroblast heterogeneity,Q111649631
universe,Q1
Single-cell transcriptomic atlas of the human endometrium during the menstrual cycle,Q99418867
"A Distant Supervision Corpus for Extracting Biomedical Relationships Between Chemicals, Diseases and Genes",Q111651065
A harmonized atlas of mouse spinal cord cell types and their spatial organization,Q111652369
Every cell is special: genome-wide studies add a new dimension to single-cell biology,Q34412642
"What's Luck Got to Do with It: Single Cells, Multiple Fates, and Biological Nondeterminism.",Q36988221
ChlamBase: a curated model organism database for the Chlamydia research community.,Q64988062
The Impact of Pathway Database Choice on Statistical Enrichment Analysis and Predictive Modeling,Q64743074
Barcoding reveals complex clonal behavior in patient-derived xenografts of metastatic triple negative breast cancer,Q61795904
Neuronal heterogeneity and stereotyped connectivity in the auditory afferent system,Q57816640
Semantic Integration of Clinical Laboratory Tests from Electronic Health Records for Deep Phenotyping and Biomarker Discovery: Supplementary materials,Q61226182
QLever: A Query Engine for Efficient SPARQL+Text Search,Q108730896
Efficient SPARQL Autocompletion via SPARQL,Q108730934
Mapping human haematopoietic stem cells from haemogenic endothelium to birth,Q111686643
Single-cell RNA-sequencing of differentiating iPS cells reveals dynamic genetic effects on gene expression,Q89636926
exRNA Atlas Analysis Reveals Distinct Extracellular RNA Cargo Types and Their Carriers Present across Human Biofluids,Q92878017
WikiProject Clinical Trials for Wikidata,Q111507314
Diversity of intervertebral disc cells: phenotype and function,Q26823083
GuiltyTargets: Prioritization of Novel Therapeutic Targets with Deep Network Representation Learning,Q98200725
Anti-hypertrophic effect of synovium-derived stromal cells on costal chondrocytes promotes cartilage repairs,Q111722922
Nomenclature clarification: synovial fibroblasts and synovial mesenchymal stem cells,Q92705278
Expanding dendritic cell nomenclature in the single-cell era,Q111729803
Single-cell RNA-seq of rheumatoid arthritis synovial tissue using low-cost microfluidic instrumentation.,Q52687688
Single-cell RNA-seq reveals that glioblastoma recapitulates a normal neurodevelopmental hierarchy,Q97534241
An atlas of the aging lung mapped by single cell transcriptomics and deep tissue proteomics,Q64096733
The lipofibroblast: more than a lipid-storage depot,Q92166143
Functional hypoxia drives neuroplasticity and neurogenesis via brain erythropoietin,Q90170517
Single-cell RNA sequencing reveals midbrain dopamine neuron diversity emerging during mouse brain development,Q61800365
Single-cell transcriptomics identifies an effectorness gradient shaping the response of CD4+ T cells to cytokines,Q91891499
Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer,Q33654352
Single cell transcriptomics of human epidermis identifies basal stem cell transition states,Q98725920
SwissBioPics—an interactive library of cell images for the visualization of subcellular location data,Q111730115
Cell transcriptomic atlas of the non-human primate Macaca fascicularis,Q111749914
Specification of CNS macrophage subsets occurs postnatally in defined niches,Q111749843
Somatic mosaicism reveals clonal distributions of neocortical development,Q111749842
"Functional Annotation of the Transcriptome of the Pig, Sus scrofa, Based Upon Network Analysis of an RNAseq Transcriptional Atlas",Q89966082
Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Q90781384
Semantic micro-contributions with decentralized nanopublication services,Q107473789
Mitogenic and progenitor gene programmes in single pilocytic astrocytoma cells,Q92709563
Expansion of the Human Phenotype Ontology (HPO) knowledge base and resources,Q60950343
Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution,Q59794171
Cardiomyocyte gene programs encoding morphological and functional signatures in cardiac hypertrophy and failure,Q58097639
A living biobank of ovarian cancer ex vivo models reveals profound mitotic heterogeneity,Q89701238
Single-cell RNA-seq reveals cell type-specific transcriptional signatures at the maternal-foetal interface during pregnancy.,Q40736991
Extreme heterogeneity of influenza virus infection in single cells.,Q49933555
Reactome and ORCID-fine-grained credit attribution for community curation,Q91699018
Global Core Biodata Resources: Concept and Selection Process,Q111841768
Foundations of SPARQL query optimization,Q57955214
Wikidated 1.0: An Evolving Knowledge Graph Dataset of Wikidata's Revision History,Q109830878
Single-Cell Genomics Unveils Critical Regulators of Th17 Cell Pathogenicity,Q36352374
"Erratum: Publisher Correction: ComPath: an ecosystem for exploring, analyzing, and curating mappings across pathway databases",Q63709726
STonKGs: A Sophisticated Transformer Trained on Biomedical Text and Knowledge Graphs,Q108146683
Landscape of Infiltrating T Cells in Liver Cancer Revealed by Single-Cell Sequencing.,Q38722200
"A protocol for adding knowledge to Wikidata, a case report",Q90557988
Wikidata as an intuitive resource towards semantic data modeling in data FAIRification,Q59925812
SPARQLing Database Queries from Intermediate Question Decompositions,Q111308502
Translating Natural Language Queries to SPARQL,Q111308518
PAROT: Translating natural language to SPARQL,Q111308045
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,Q107265514
"A Novel Ensemble-Based Machine Learning Algorithm to Predict the Conversion From Mild Cognitive Impairment to Alzheimer's Disease Using Socio-Demographic Characteristics, Clinical Information, and Neuropsychological Measures",Q92404020
In-silico Prediction of Synergistic Anti-Cancer Drug Combinations Using Multi-omics Data,Q92919416
Using Shape Expressions (ShEx) to Share RDF Data Models and to Guide Curation with Rigorous Validation,Q64225211
A Spatiotemporal Organ-Wide Gene Expression and Cell Atlas of the Developing Human Heart,Q91960533
Network-based approach to prediction and population-based validation of in silico drug repurposing.,Q55643995
Network-based prediction of drug combinations,Q64099168
Q111985889,Q111985889
A machine learning method for the discovery of minimum marker gene combinations for cell type identification from single-cell RNA sequencing,Q111149940
The BRENDA Tissue Ontology (BTO): the first all-integrating ontology of all organisms for enzyme sources,Q34146658
Differentiation of inner ear fibrocytes according to their ion transport related activity,Q68270459
eVOC: a controlled vocabulary for unifying gene expression data,Q30727717
The role of gene expression profiling in early-stage non-small cell lung cancer,Q35667675
KibioR &amp; Kibio: a new architecture for next-generation data querying and sharing in big biology,Q112043136
Machine Learning-Based Single Cell and Integrative Analysis Reveals That Baseline mDC Predisposition Correlates With Hepatitis B Vaccine Antibody Response,Q112056199
GuiltyTargets: Prioritization of Novel Therapeutic Targets with Deep Network Representation Learning,Q60658796
FAIR Principles for Clinical Practice Guidelines in a Learning Health System,Q92781180
Structured Reviews for Data and Knowledge Driven Research,Q67994576
Identifying Drug Repositioning Candidates using Representation Learning on Heterogeneous Networks,Q70206904
Excitatory actions of gaba during development: the nature of the nurture,Q29617435
What is a vector?,Q30252972
Q112079435,Q112079435
Single-Cell Genomics Reveals a Novel Cell State During Smooth Muscle Cell Phenotypic Switching and Potential Therapeutic Targets for Atherosclerosis in Mouse and Human,Q99607045
Plasticity of Human Meniscus Fibrochondrocytes: A Study on Effects of Mitotic Divisions and Oxygen Tension.,Q41946263
"VEuPathDB: the eukaryotic pathogen, vector and host bioinformatics resource center",Q112066091
A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra.,Q64888669
The Spectrum and Regulatory Landscape of Intestinal Innate Lymphoid Cells Are Shaped by the Microbiome,Q36108549
Open science in practice: 300 published research ideas and outcomes illustrate how RIO Journal facilitates engagement with the research process,Q106830416
Caloric Restriction Reprograms the Single-Cell Transcriptional Landscape of Rattus Norvegicus Aging,Q89936612
Parallel sequence tagging for concept recognition,Q112063033
Concept recognition as a machine translation problem,Q112063182
Improving classification of low-resource COVID-19 literature by using Named Entity Recognition,Q112063230
A Literature-Derived Knowledge Graph Augments the Interpretation of Single Cell RNA-seq Datasets,Q108127390
Learning adaptive representations for entity recognition in the biomedical domain,Q112063305
Identification of disease treatment mechanisms through the multiscale interactome,Q106637294
HiDeF: identifying persistent structures in multiscale 'omics data,Q104793828
Opportunities and Challenges in Democratizing Immunology Datasets,Q108126881
The status of causality in biological databases: data resources and data retrieval possibilities to support logical modeling,Q104619209
Common cell type nomenclature for the mammalian brain,Q104610410
"Structural Variability, Expression Profile, and Pharmacogenetic Properties of TMPRSS2 Gene as a Potential Target for COVID-19 Therapy",Q104614740
Knowledge Organization Systems for Systematic Chemical Assessments,Q104566070
Towards semantic interoperability: finding and repairing hidden contradictions in biomedical ontologies,Q104473755
The Gene Ontology resource: enriching a GOld mine,Q104130127
Transcriptional Architecture of Synaptic Communication Delineates GABAergic Neuron Identity.,Q47752725
GTRD: an integrated view of transcription regulation,Q102372335
FANTOM enters 20th year: expansion of transcriptomic atlases and functional annotation of non-coding RNAs,Q102205704
CSEA-DB: an omnibus for human complex trait and cell type associations,Q102205746
Therapeutic potential of miRNAs targeting SARS-CoV-2 host cell receptor ACE2,Q102327395
"An integrative knowledge graph for rare diseases, derived from the Genetic and Rare Diseases Information Center (GARD)",Q102052567
Transcriptional Regulation of NK Cell Development by mTOR Complexes,Q102978475
Automatic Gene Function Prediction in the 2020's,Q101117580
The mouse Gene Expression Database (GXD): 2021 update,Q100997575
Glycyrrhizin Blocks the Detrimental Effects of HMGB1 on Cortical Neurogenesis After Traumatic Neuronal Injury,Q100956675
Comparative Toxicogenomics Database (CTD): update 2021,Q100696072
The genetics-BIDS extension: Easing the search for genetic data associated with human brain imaging,Q100695457
CMNPD: a comprehensive marine natural products database towards facilitating drug discovery from the ocean,Q100311080
SIMPLEs: a single-cell RNA sequencing imputation strategy preserving gene modules and cell clusters variation,Q100493043
Genetic mapping of etiologic brain cell types for obesity,Q99587937
Modelling kidney disease using ontology: insights from the Kidney Precision Medicine Project,Q99557513
Tempora: Cell trajectory inference using time-series single-cell RNA sequencing data,Q99237401
Serum Free Immunoglobulins Light Chains: A Common Feature of Common Variable Immunodeficiency?,Q98735616
ImmunoGlobe: enabling systems immunology with a manually curated intercellular immune interaction network,Q98300753
Designing Evolutionary Based Interception Strategies to Block the Transition from Precursor Phases to Multiple Myeloma,Q98219295
"Integrating Deep Supervised, Self-Supervised and Unsupervised Learning for Single-Cell RNA-seq Clustering and Annotation",Q97565395
A user guide for the online exploration and visualization of PCAWG data,Q97418110
Identification of unique and shared mitochondrial DNA mutations in neurodegeneration and cancer by single-cell mitochondrial DNA structural variation sequencing (MitoSV-seq),Q97094862
Structural cells are key regulators of organ-specific immune responses,Q96952470
Jupyter notebook-based tools for building structured datasets from the Sequence Read Archive,Q99630531
Single-cell transcriptome reveals the novel role of T-bet in suppressing the immature NK gene signature,Q94677873
Adipogenesis of skeletal muscle fibro/adipogenic progenitors is affected by the WNT5a/GSK3/β-catenin axis,Q94550856
NCATS Inxight Drugs: a comprehensive and curated portal for translational research,Q112130996
Applying knowledge-driven mechanistic inference to toxicogenomics,Q94590849
A scoping review and proposed workflow for multi-omic rare disease research,Q94450954
SciBet as a portable and fast single cell type identifier,Q91891462
Q112144126,Q112144126
Formal axioms in biomedical ontologies improve analysis and interpretation of associated data,Q91843905
Semantic characterization of adverse outcome pathways,Q91825442
The IUPHAR Guide to Immunopharmacology: connecting immunology and pharmacology,Q89534525
DNA methylation changes on immune cells in Systemic Lupus Erythematosus,Q89530200
Confounding Patient Factors Affecting the Proper Interpretation of the Periostin Level as a Biomarker in Asthma Development,Q89537667
SEAweb: the small RNA Expression Atlas web application,Q90622139
Expression Atlas update: from tissues to single cells,Q91007034
The IUPHAR/BPS Guide to PHARMACOLOGY in 2020: extending immunopharmacology content and introducing the IUPHAR/MMV Guide to MALARIA PHARMACOLOGY,Q91135369
Glycan Reactive Natural Antibodies and Viral Immunity,Q92087128
Establishment of normative ranges of the healthy human immune system with comprehensive polychromatic flow cytometry profiling,Q91878711
cellHarmony: cell-level matching and holistic comparison of single-cell transcriptomes,Q90139918
The Alliance of Genome Resources: Building a Modern Data Ecosystem for Model Organism Databases,Q91654942
Murine single-cell RNA-seq reveals cell-identity- and tissue-specific trajectories of aging,Q91385655
Single-cell RNA-sequencing reveals distinct patterns of cell state heterogeneity in mouse models of breast cancer,Q98718297
TMRS: an algorithm for computing the time to the most recent substitution event from a multiple alignment column,Q91936385
The LOTUS initiative for open knowledge management in natural products research,Q112143478
Lung Single-Cell Signaling Interaction Map Reveals Basophil Role in Macrophage Imprinting,Q57489977
Comprehensive anatomic ontologies for lung development: A comparison of alveolar formation and maturation within mouse and human lung,Q90939015
Scientist and data architect collaborate to curate and archive an inner ear electrophysiology data collection,Q90797063
IKAP-Identifying K mAjor cell Population groups in single-cell RNA-sequencing analysis,Q90414564
Myo-REG: A Portal for Signaling Interactions in Muscle Regeneration,Q90704812
Phenotypic Convergence: Distinct Transcription Factors Regulate Common Terminal Features,Q89128831
Using Large Datasets to Understand Nanotechnology,Q92719115
Treg Cells Promote the SREBP1-Dependent Metabolic Fitness of Tumor-Promoting Macrophages via Repression of CD8+ T Cell-Derived Interferon-γ,Q92213306
Genomic signatures defining responsiveness to allopurinol and combination therapy for lung cancer identified by systems therapeutics analyses,Q64216172
Where to search top-K biomedical ontologies?,Q64125311
Renal-Tubule Epithelial Cell Nomenclature for Single-Cell RNA-Sequencing Studies,Q93115184
Circulating T cell-monocyte complexes are markers of immune perturbations.,Q64899223
Organizing phenotypic data-a semantic data model for anatomy.,Q64941090
Multi-domain semantic similarity in biomedical research.,Q64936246
GREIN: An Interactive Web Platform for Re-analyzing GEO RNA-seq Data,Q64268360
Dynamic balance between vesicle transport and microtubule growth enables neurite outgrowth,Q91668275
An ontology for representing hematologic malignancies: the cancer cell ontology.,Q64999464
Genome-wide maps of nuclear lamina interactions in single human cells,Q36094851
OSCI: standardized stem cell ontology representation and use cases for stem cell investigation.,Q63846546
"The cell line ontology-based representation, integration and analysis of cell lines used in China",Q91613856
Molecular Pathways of Colon Inflammation Induced by Cancer Immunotherapy,Q96828908
Muscle functions as a connective tissue and source of extracellular matrix in planarians,Q64067726
Single-Cell Transcriptomic Analysis of Primary and Metastatic Tumor Ecosystems in Head and Neck Cancer.,Q46249272
Owlready: Ontology-oriented programming in Python with automatic classification and high level constructs for biomedical ontologies.,Q38371991
The Pediatric Cell Atlas: Defining the Growth Phase of Human Development at Single-Cell Resolution,Q64112163
Wikipedia for multilingual COVID-19 vaccine education at scale,Q107281306
Too many tags spoil the metadata: investigating the knowledge management of scientific research with semantic web technologies,Q63349890
YY1 Is a Structural Regulator of Enhancer-Promoter Loops.,Q47311078
Evaluation of methods to assign cell type labels to cell clusters from single-cell RNA-sequencing data,Q90052808
CellSim: a novel software to calculate cell similarity and identify their co-regulation networks,Q64066273
Towards Building a Plant Cell Atlas,Q91687334
Levels and building blocks-toward a domain granularity framework for the life sciences,Q61443281
OGER++: hybrid multi-type entity recognition,Q91150115
Molecular Diversity and Specializations among the Cells of the Adult Mouse Brain,Q90872162
UVA School of Data Science Open Access Guidelines and Recommendations,Q107363272
"OMeta: an ontology-based, data-driven metadata tracking system",Q60918292
Antisense Transcription in Loci Associated to Hereditary Neurodegenerative Diseases,Q90897908
Epstein-Barr Virus (EBV)-Related Lymphoproliferative Disorders in Ataxia Telangiectasia: Does ATM Regulate EBV Life Cycle?,Q60920702
Data-Driven Flow Cytometry Analysis,Q91935937
Lymph nodes are innervated by a unique population of sensory neurons with immunomodulatory potential,Q104492479
GTRD: a database on gene transcription regulation-2019 update.,Q64949098
Using association rule mining and ontologies to generate metadata recommendations from multiple biomedical databases,Q92834675
Author response: Wikidata as a knowledge graph for the life sciences,Q98129494
iProX: an integrated proteome resource.,Q64969288
Transcriptional and Functional Programming of Decidual Innate Lymphoid Cells,Q89621143
Introducing WikiPathways as a Data-Source to Support Adverse Outcome Pathways for Regulatory Risk Assessment of Chemicals and Nanomaterials,Q60029582
MicroRNA-22 Controls Aberrant Neurogenesis and Changes in Neuronal Morphology After Status Epilepticus,Q60959991
Knowledge model for emergency response based on contingency planning system of China,Q91903900
Ontology-based semantic mapping of chemical toxicities,Q93370066
"Human Disease Ontology 2018 update: classification, content and workflow expansion",Q58587067
An ontology-based method for assessing batch effect adjustment approaches in heterogeneous datasets,Q58757833
CEDAR OnDemand: a browser extension to generate ontology-based scientific metadata,Q62608260
Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment,Q89367617
Lipid-Associated Macrophages Control Metabolic Homeostasis in a Trem2-Dependent Manner,Q93137723
GIANT 2.0: genome-scale integrated analysis of gene networks in tissues.,Q55497654
The nf-core framework for community-curated bioinformatics pipelines,Q89702089
Gene expression variability across cells and species shapes innate immunity,Q57793623
A Unique Microglia Type Associated with Restricting Development of Alzheimer's Disease.,Q38672340
Extending the DIDEO ontology to include entities from the natural product drug interaction domain of discourse.,Q55128465
Droplet barcoding for single-cell transcriptomics applied to embryonic stem cells.,Q40912054
Optimal-Transport Analysis of Single-Cell Gene Expression Identifies Developmental Trajectories in Reprogramming,Q92229644
Regenerative Metaplastic Clones in COPD Lung Drive Inflammation and Fibrosis,Q91989344
Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors,Q93253568
DAFi: A directed recursive data filtering and clustering approach for improving and interpreting data clustering identification of cell populations from polychromatic flow cytometry data.,Q52582833
The Hard Way towards an Antibody-Based HIV-1 Env Vaccine: Lessons from Other Viruses.,Q52584646
Deep learning meets ontologies: experiments to anchor the cardiovascular disease ontology in the biomedical literature.,Q53733402
Perturb-Seq: Dissecting Molecular Circuits with Scalable Single-Cell RNA Profiling of Pooled Genetic Screens,Q34547509
Complement Signals Determine Opposite Effects of B Cells in Chemotherapy-Induced Immunity,Q90110307
1000 Disease Ontology terms and their Wikidata mappings to 17 mostly Indian languages and English,Q96051481
"Olfactory epithelium: Cells, clinical disorders, and insights from an adult stem cell niche.",Q55006597
Using OWL reasoning to support the generation of novel gene sets for enrichment analysis.,Q49684709
Sensory Neuron Diversity in the Inner Ear Is Shaped by Activity,Q90761585
The complete human olfactory subgenome,Q29618326
A 3D transcriptomics atlas of the mouse nose sheds light on the anatomical logic of smell,Q112645262
Variation in olfactory neuron repertoires is genetically controlled and environmentally modulated.,Q33603006
Single-Cell Analysis of Crohn's Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy,Q93043721
Time-resolved evaluation of compound repositioning predictions on a text-mined knowledge network,Q91910024
An Airway Protection Program Revealed by Sweeping Genetic Control of Vagal Afferents,Q91662280
The role of metadata in reproducible computational research,Q96335314
A transcriptional rheostat couples past activity to future sensory responses,Q112689286
Monoallelic expression of olfactory receptors,Q28080586
Single-cell analysis of olfactory neurogenesis and differentiation in adult humans,Q89748825
Molecular Classification and Comparative Taxonomics of Foveal and Peripheral Cells in Primate Retina,Q91321664
Biological Individuals,Q112899112
Neuronal organization of olfactory bulb circuits.,Q38251585
Exploring Manually Curated Annotations of Intrinsically Disordered Proteins with DisProt,Q100444216
Molecular characterization of projection neuron subtypes in the mouse olfactory bulb,Q108127166
"ComPath: an ecosystem for exploring, analyzing, and curating mappings across pathway databases",Q60045097
